일시,경기_수원시_kbs수원센터(kbs수원아트홀),경기_수원시_수원sk아트리움,경기_수원시_수원광교박물관,경기_수원시_수원박물관,경기_수원시_수원시립아이파크미술관,경기_수원시_수원월드컵경기장(축구박물관),경기_수원시_수원종합운동장(수원국민체육센터),경기_수원시_수원화성박물관,경기_수원시_해우재,경기_수원시_화성,경기_수원시_화성행궁(낙남헌),경기_성남시_남서울컨트리클럽,경기_성남시_성남가족캠핑숲,경기_성남시_성남아트센터,경기_성남시_신구대학교 식물원,경기_성남시_판교박물관,경기_성남시_한국잡월드,경기_안양시_김중업박물관,경기_부천시_웅진플레이도시- 골프연습장,경기_부천시_웅진플레이도시-워터파크&스파,경기_부천시_한국만화박물관,경기_광명시_광명도덕산캠핑장,경기_광명시_광명동굴,경기_광명시_광명스피돔,경기_동두천시_소요산관광지(자재암),경기_동두천시_자유수호평화박물관,경기_안산시_경기도미술관,경기_안산시_대부해솔길(구봉도공영주차장),경기_안산시_대부해솔길(종현어촌마을입구),경기_안산시_베르아델승마클럽,경기_안산시_성호기념관,경기_안산시_세종도예원,경기_안산시_수리산입구,경기_안산시_아일랜드리조트,경기_안산시_안산어촌민속박물관,경기_안산시_유리섬,경기_안산시_종이미술관,경기_고양시_123컨트리클럽,경기_고양시_KINTEX(한국국제전시장),경기_고양시_고양아람누리,경기_고양시_고양어린이박물관,경기_고양시_고양어울림누리,경기_고양시_고양원마운트,경기_고양시_고양종합운동장,경기_고양시_고양체육관,경기_고양시_뉴코리아컨트리클럽,경기_고양시_배다골테마파크,경기_고양시_서오릉,경기_고양시_아쿠아플라넷 일산,경기_고양시_중남미문화원,경기_고양시_쥬쥬테마동물원,경기_고양시_증권박물관,경기_고양시_한양컨트리클럽,경기_고양시_항공우주박물관,경기_고양시_행주산성,경기_과천시_경마공원,경기_과천시_국립과천과학관,경기_과천시_국립현대미술관 과천관,경기_과천시_서울랜드,경기_구리시_구리시 고구려 대장간마을,경기_구리시_동구릉,경기_남양주시_광릉,경기_남양주시_남양주유기농테마파크(남양주유기농박물관),경기_남양주시_모란미술관,경기_남양주시_몽골문화촌,경기_남양주시_서호미술관,경기_남양주시_양주컨트리클럽,경기_남양주시_우석헌자연사박물관,경기_남양주시_축령산자연휴양림,경기_남양주시_홍유릉,경기_오산시_경기도립 물향기수목원,경기_의왕시_바라산자연휴양림,경기_용인시_경기도 어린이 박물관,경기_용인시_골드컨트리클럽,경기_용인시_국가보훈처 88골프장,경기_용인시_글렌로스 골프클럽,경기_용인시_농도원목장,경기_용인시_레이크사이드컨트리클럽,경기_용인시_백남준 아트센터,경기_용인시_수원컨트리클럽,경기_용인시_아시아나컨트리클럽,경기_용인시_에버랜드,경기_용인시_용인 대장금 파크,경기_용인시_용인 자연휴양림,경기_용인시_용인농촌테마파크,경기_용인시_용인시박물관,경기_용인시_용인컨트리클럽,경기_용인시_은화삼컨트리클럽,경기_용인시_이영미술관,경기_용인시_캐리비안베이(워터파크),경기_용인시_코리아컨트리클럽,경기_용인시_태광컨트리클럽,경기_용인시_한국등잔박물관,경기_용인시_한국민속촌,경기_용인시_한성컨트리클럽,경기_용인시_한택식물원,경기_용인시_한화호텔앤드리조트(플라자CC),경기_용인시_호박등불마을,경기_용인시_호암미술관,경기_파주시_공릉관광지(하니랜드),경기_파주시_두루뫼박물관,경기_파주시_벽초지수목원,경기_파주시_산머루농원,경기_파주시_서서울컨트리클럽,경기_파주시_서원밸리골프클럽,경기_파주시_소울원,경기_파주시_쇠꼴마을,경기_파주시_영집궁시박물관,경기_파주시_임진각관광지,경기_파주시_통일전망대,경기_파주시_파주삼릉,경기_파주시_파주영어마을,경기_파주시_파주임실치즈스쿨,경기_파주시_헤이리예술마을,경기_파주시_황희선생유적지,경기_이천시_비에이비스타컨트리클럽,경기_이천시_이천시립월전미술관,경기_이천시_자연나라관광농원,경기_이천시_호텔미란다(이천스파플러스),경기_안성시_과채류마을,경기_안성시_구메농사마을,경기_안성시_꽃뫼마을,경기_안성시_너리굴문화마을,경기_안성시_미리내마을,경기_안성시_미리내성지,경기_안성시_서일농원,경기_안성시_선비마을,경기_안성시_신안컨트리클럽,경기_안성시_안성3.1운동기념관,경기_안성시_안성맞춤 천문과학관,경기_안성시_안성맞춤공예문화센터,경기_안성시_안성맞춤박물관,경기_안성시_안성맞춤캠핑장,경기_안성시_안성베네스트G.C.,경기_안성시_안성팜랜드,경기_안성시_안성허브마을,경기_안성시_용설호문화마을,경기_안성시_이경순소리박물관,경기_안성시_인처골마을,경기_안성시_조병화문학관,경기_안성시_청룡사,경기_안성시_칠장사,경기_안성시_파인크리크컨트리클럽,경기_안성시_풍산개마을,경기_안성시_향토사료관,경기_김포시_김포시사이드컨트리클럽,경기_김포시_김포청소년수련원,경기_김포시_김포함상공원,경기_김포시_다도박물관,경기_김포시_덕포진교육박물관,경기_김포시_아라뱃길김포터미널(유람선승선객),경기_김포시_약암관광호텔(입욕객),경기_김포시_장릉,경기_김포시_태산패밀리파크(체험프로그램),경기_화성시_우리꽃식물원,경기_화성시_융건릉,경기_화성시_향토박물관,경기_광주시_경기도자박물관,경기_광주시_남한산성 행궁,경기_광주시_일본군위안부역사관,경기_양주시_(재)송암스페이스센터,경기_양주시_국립아세안자연휴양림,경기_양주시_북한산국립공원,경기_양주시_양주시립장욱진미술관,경기_양주시_조명박물관,경기_양주시_회암사지박물관,경기_포천시_국립수목원,경기_포천시_비둘기낭캠핑장,경기_포천시_신북리조트 스프링폴,경기_포천시_어메이징파크,경기_포천시_포천아도니스컨트리클럽,경기_포천시_포천아트밸리,경기_포천시_포천한과박물관(한가원),경기_포천시_허브아일랜드,경기_여주시_강천보,경기_여주시_금은모래캠핑장,경기_여주시_명성황후생가,경기_여주시_목아불교박물관,경기_여주시_신륵사,경기_여주시_여주박물관,경기_여주시_여주시립폰박물관,경기_여주시_여주온천,경기_여주시_영릉(세종대왕),경기_여주시_이포보,경기_여주시_이포보오토캠핑장,경기_여주시_황학산수목원,경기_연천군_나룻배마을,경기_연천군_땅에미소,경기_연천군_수레울아트홀,경기_연천군_숭의전지,경기_연천군_신라경순왕릉,경기_연천군_재인폭포,경기_연천군_조선왕가,경기_연천군_한탄강관광지 오토캠핑장,경기_가평군_가평레일파크,경기_가평군_강씨봉자연휴양림,경기_가평군_고성청소년수련원(쁘띠프랑스),경기_가평군_남송미술관,경기_가평군_농촌체험마을,경기_가평군_대원사템플스테이,경기_가평군_백련사 템플스테이,경기_가평군_산장관광지,경기_가평군_서울학생교육원,경기_가평군_아침고요원예수목원,경기_가평군_연인산캠핑장,경기_가평군_유명산자연휴양림,경기_가평군_이화원,경기_가평군_자라섬캠핑장,경기_가평군_취옹예술관,경기_가평군_칼봉산자연휴양림,경기_가평군_크리스탈밸리컨트리클럽,경기_가평군_한화인재경영원,경기_양평군_곤충박물관,경기_양평군_국립산음자연휴양림,경기_양평군_국립중미산자연휴양림,경기_양평군_군립미술관,경기_양평군_농업박물관,경기_양평군_두물머리,경기_양평군_들꽃수목원,경기_양평군_몽양기념관,경기_양평군_민물고기생태학습관,경기_양평군_세미원,경기_양평군_소나기마을,경기_양평군_양평레일바이크,경기_양평군_용문산관광지,경기_양평군_지평의병 지평리전투기념관,경기_양평군_화서기념관
2016년 11월,5015,3278,6697,6953,7856,330,7888,25526,15223,19351,26083,5334,,,3102,3843,68154,2899,,,,,38012,42339,14995,2863,5228,8597,20028,600,4485,3200,43284,,2858,4030,1500,4638,888695,6930,,2350,28452,20029,85323,6977,2100,28955,37714,5570,7672,368,12635,3946,11889,245122,71112,39735,100906,2939,13714,6126,,880,6984,901,7929,5625,202381,8817,33093,,39271,16290,15183,3277,2275,19967,8954,11361,10681,408331,4330,13019,7475,2188,7155,6404,745,19410,11923,17040,2249,69717,11484,3181,14377,2042,21401,3356,555,22745,2788,8364,6051,2118,420,285,1387517,20839,4432,9210,1758,30269,3531,19083,1542,3176,31767,50,292,205,3133,556,19442,24700,341,8874,0,889,362,3854,1528,11198,24995,5425,425,118,423,131,434,801,10291,490,532,8595,5101,7820,1958,1700,10299,11561,12613,749,6259,27283,2391,,9774,560,11580,4625,20273,4273,3635,1894,33489,,20197,9953,15611,25310,427,62390,31254,,11371,1575,15907,,906,10706,37964,21942,,6575,788,1764,6541,1278,2796,3346,2396,24676,6990,1623,49851,647,4221,92,146,1688,1033,57250,5548,26566,2067,280270,3177,1906,8301,3016,5179,,,3661,7384,81653,2909,1386,5556,14940,11183,,101167,563,509
2016년 12월,8200,8446,5587,5888,8140,264,8984,20685,11422,11697,16276,2884,,,1981,4491,64920,3147,,,,,47174,52275,3962,3686,3276,6590,16142,723,4266,853,31578,,2143,4439,1000,2182,287929,7761,19526,661,88691,13260,87000,3009,4015,16667,12900,2330,4523,6172,6256,2800,5123,285295,111517,28282,158971,1860,6016,1352,,266,1565,625,2750,6515,8734,2532,5581,,37520,7084,7688,1369,223,7538,16569,4753,4574,359243,2071,8153,1400,1843,1690,1803,197,58335,5329,8234,825,46113,3877,888,6729,312,6021,3088,45,21998,2352,2956,2535,1852,840,106,111576,15716,1535,9354,507,28996,2446,9512,1298,2014,41126,40,20,226,1798,151,1837,9780,514,3663,2482,676,120,2622,1802,4406,11135,6320,595,55,273,53,409,1515,2144,45,605,3302,4887,5299,2001,1200,11621,16053,5423,370,3680,12508,2436,,4287,511,6149,4334,11408,2146,12911,1263,6493,,28434,9639,7380,16217,476,58771,16215,,7093,1318,8271,,901,14040,28253,11955,,2293,288,2012,5431,912,1639,2899,2072,13991,3792,1775,57371,182,2214,106,62,1204,1388,120380,2342,7731,1911,3388,1922,1812,3190,1052,5526,,,3698,3648,50896,1554,906,4379,6454,5879,,25842,822,367
2017년 01월,4929,1489,8449,5839,13837,356,7848,13105,10600,19358,10913,546,1040,17915,1284,4203,46426,819,12996,56159,15072,1571,45843,34482,3186,1527,2821,7807,29719,183,2520,1053,37685,2640,1835,3778,850,1099,232800,4384,12723,37,108222,6816,78549,413,9239,14931,79911,1972,6956,1684,953,2537,27844,197726,93644,21900,83838,1407,5164,1741,16582,248,1093,1876,1092,4189,7650,2968,3592,1344,37399,1872,2348,1108,87,3755,4860,2141,1229,234697,1959,7937,1524,2350,1976,941,200,79012,2094,6084,234,50734,1275,755,2261,400,2841,6870,210,13015,1577,1582,819,1653,1262,159,134028,17534,1453,6238,1758,31267,1684,3651,1115,2650,38178,33,44,32,1547,285,4920,5360,414,1160,2176,635,85,1999,356,1776,14847,3542,170,38,166,80,824,2160,1542,56,643,1752,2809,5068,1876,1199,166,22537,4763,1170,2940,10010,1701,1438,5308,256,3161,5024,10609,917,3929,1435,4427,530,38023,4117,3709,15127,583,29118,14849,351,3505,1362,8295,5426,1019,15763,20316,11752,1617,2293,150,1632,2808,1025,1241,2974,1588,16313,3748,2196,53005,143,1199,10,102,1552,970,81479,1126,2721,2090,4610,1919,2183,1390,2655,4784,7906,4007,3874,2846,76387,927,494,4179,5795,3706,3948,37532,352,265
2017년 02월,5929,2517,5778,4260,6811,194,8200,21683,12518,8163,9714,2798,984,12758,1799,8361,49798,1250,16213,57655,14954,1760,35205,46199,3621,2279,2991,23696,23086,777,2075,783,45825,2942,2508,4431,950,1675,483426,5395,19460,8669,70132,17000,79140,2276,4908,14931,84867,1756,6518,543,3810,2246,5294,257268,83985,22080,153899,2365,5441,2186,8831,852,1161,945,1382,4301,9399,2187,6655,1500,43265,4079,3621,1440,23,5046,4161,1820,3287,262976,2118,7590,1708,2308,2562,1174,151,71799,2612,6133,331,43916,1262,1188,5610,340,3990,3571,167,9912,1512,2016,2101,1613,570,141,127700,16090,1402,8517,897,33528,1753,5463,1019,2327,36327,58,24,350,2437,384,4513,5930,760,3035,2298,565,176,2258,1115,3329,8943,4658,220,69,172,137,1712,3690,2849,113,503,3662,2027,5646,1269,1561,2462,17163,4481,1578,5654,10827,1727,1939,3344,584,4752,3490,10037,2204,2865,1857,5955,574,27304,5293,4835,15831,974,28125,31220,384,4969,1518,9346,5714,1112,13106,21375,24353,1224,2871,100,1122,5310,667,1677,2869,1510,21055,5042,2528,54779,245,3150,13,55,989,485,72715,1054,11198,4007,3192,12013,1992,1171,2282,6629,7499,3939,5689,3296,68032,980,402,5862,7108,4501,5090,28821,1337,247
2017년 03월,6753,3133,7293,5799,5152,140,8999,36806,14512,14761,14798,4678,1370,19294,2445,12587,38902,1475,27505,17234,10754,2494,48754,49932,6340,3642,2940,22647,32443,797,1643,4306,67257,13235,3880,5021,830,5646,307903,3430,15095,3793,15335,11750,81835,7347,2907,30985,54964,2335,16176,433,14387,1865,12369,284121,71481,39182,81142,4648,10235,4692,11847,368,1927,1899,7939,4883,30280,4527,24192,3157,25077,14695,16807,3874,206,18682,4978,10238,11729,354694,4549,7210,7402,2526,4683,6462,259,3627,10081,18555,599,56455,7775,3826,15900,942,9120,6538,180,10238,2075,8157,6246,1654,490,246,196712,19862,3091,8693,866,38370,3992,17985,1300,2308,36104,53,78,115,2393,307,8531,10120,698,7595,6814,569,271,2818,1685,13836,28544,9645,1070,69,18,144,1741,5540,10731,299,517,8340,6783,10211,2010,1600,4786,14875,10887,3081,11775,23643,1493,2461,7944,193,1017,4148,16750,3276,1939,2439,17425,1392,20641,6903,17973,24113,677,39668,32970,1644,7980,1727,12977,7628,1110,10972,32248,25214,1716,7080,100,1692,2639,1631,2524,3688,1515,23334,5906,2553,43324,285,830,14,165,1596,1115,60429,1992,14692,3725,5832,15111,1140,7922,524,5845,5633,4856,8228,3410,101837,2489,895,7419,12233,6435,9166,49400,612,488
2017년 04월,7502,5041,7870,5922,6340,270,8914,49525,16188,34791,44108,6386,1829,29485,17530,5543,49802,2452,31064,35882,19228,3693,66180,53982,8714,10130,2983,28443,32812,850,3422,5239,67997,13978,4243,6085,1250,6871,454273,13688,14212,11637,27119,2960,76618,8279,15000,41436,55701,4640,54851,1816,15877,1932,23955,343862,387574,59485,219047,7602,17474,11245,18229,1905,6024,2134,9505,6559,16279,14358,84825,5376,37132,19467,17166,4538,5324,24461,9598,14117,14292,705665,7643,25445,23000,2588,7134,6974,704,23231,13697,27151,441,128427,11840,21882,17615,1200,49967,21104,467,64471,1629,8984,7340,3071,11426,536,241823,30409,5065,8711,7009,125772,5855,19679,1616,10790,27334,52,107,124,10729,680,8732,22964,785,9650,5883,1348,1032,2719,2389,16565,58996,5562,1250,103,281,241,2041,6100,12248,1516,571,9208,6641,15240,2670,2166,10834,10863,20836,9721,28504,43098,1601,21842,11157,643,9825,4904,20714,7467,2101,2315,39951,2228,10600,9766,20928,40398,1061,70253,56065,2601,14775,2396,88486,12512,1810,8604,50863,46693,2760,18970,276,2242,4372,2488,2938,7640,1673,31900,11858,3750,60321,279,1135,80,645,3096,1539,136778,5232,22833,3467,8710,2169,2222,9237,1423,6065,8959,5938,11189,5656,115079,11952,916,9016,37273,16369,15904,116065,544,626
2017년 05월,4064,7419,8959,20215,11313,420,9038,37544,17936,26168,54875,6328,2253,39039,15817,5975,56403,2459,33448,60228,24574,4890,103698,45802,7678,3271,6067,28928,38806,1200,11074,5641,59456,16111,7439,7599,2400,8216,236309,13223,19596,9792,43558,20805,81311,9005,18000,38475,76932,4795,79506,1331,18238,2433,21178,279877,120145,53103,246842,5212,20265,12305,16321,3848,14815,2298,9885,7176,47633,8801,76481,6123,44546,24411,20708,4721,6004,27773,17728,14171,16130,781423,7381,28179,23000,2101,8059,7801,702,86654,18231,34730,1151,133206,13596,22797,19915,800,25279,25744,840,75851,2115,12364,8203,7815,15140,663,334872,39484,5183,13492,4732,291891,7095,24205,3662,9448,36926,72,116,167,8162,695,9982,32006,1293,10984,4584,1635,2164,3511,3209,17245,88735,7503,1340,68,234,751,4109,9190,14323,615,774,8340,6783,14595,2670,1600,4786,15873,19917,9721,39660,40349,1884,48680,10525,1126,10826,5821,25196,12393,28167,3861,55221,3172,27777,13791,24584,54944,931,82810,80818,4767,14336,3338,78746,10967,1802,7492,53003,62297,3549,22459,734,2552,3766,2217,4124,19274,2196,43889,15148,2538,74118,337,3880,95,1646,4870,1764,177859,3810,33686,3649,26494,2823,2905,11853,1967,7382,15789,6995,5373,5761,107918,14410,850,9970,48592,14039,21868,90210,524,572
2017년 06월,3250,3295,8187,9113,5102,681,8920,22067,16914,10560,25506,7118,2230,20553,7697,5057,59248,1583,32562,70555,13302,4877,102470,48039,6039,5972,3859,15008,25690,1200,2870,4836,47958,12545,6650,4628,950,7244,440071,15192,19699,15412,59889,8100,81294,9125,8728,31912,57671,3801,24966,1224,17928,1940,14001,289600,74026,44155,152770,3219,17459,10167,11505,2883,8732,2257,9826,5205,17566,5684,39314,5611,41208,24346,19248,4721,3012,27720,3200,14845,16324,462603,3736,26182,20098,3602,7706,8174,1173,194696,17473,40864,588,69466,13233,7371,18815,2139,14740,10659,1098,23581,2020,12169,8138,7227,426,240,213084,29838,4486,7877,1372,199418,4787,22436,1960,3794,34970,73,76,203,4910,443,5395,27990,840,11339,4016,912,598,2785,2802,17066,36695,4650,1380,47,272,200,1591,5110,13655,372,719,11547,5059,17472,3875,1411,45600,9199,17164,12570,9287,28314,2211,4385,6829,970,7422,5112,22181,11698,2431,3772,33468,2498,20281,16895,23405,34031,2554,37425,78994,3765,8562,2420,33443,9456,1328,5737,29907,62747,2454,11329,608,1872,5448,1180,4174,15121,2931,33804,10008,1334,44255,284,6164,85,560,4184,2706,73772,4478,33399,2291,19653,2918,2964,12202,2049,6267,14916,7763,3612,5101,88179,5779,845,9215,49521,9711,13712,80715,1253,657
2017년 07월,5676,3095,8271,9639,6400,588,9423,12523,13734,9006,12794,4971,1590,7052,2883,5136,65538,1676,27096,115891,45197,4757,201620,52642,4019,2261,2529,12662,16442,630,2254,2756,20955,14686,4567,5002,1520,4918,194127,21248,23529,8934,134847,7900,85880,6896,12056,18434,77844,2332,7380,2003,15917,6544,7076,339500,80671,48892,45566,1466,6813,4928,8978,181,7357,1752,8370,4830,23834,2318,11800,7126,50516,18977,16911,3909,379,23066,5545,11991,11973,336408,1235,15322,7825,3170,4301,5162,542,279384,13520,20463,580,35398,10491,2225,15482,840,6405,4460,556,10250,2502,10118,6705,4780,1742,193,150613,19273,1864,7609,730,27356,3599,19068,1720,7345,40261,58,53,126,4778,1394,5190,23195,328,8941,3373,607,314,3003,1644,13315,10122,6503,1215,67,375,354,2231,4160,11137,175,717,10220,4299,7471,3654,1338,8931,8334,6412,9722,3069,14392,2437,2347,4693,984,2962,7383,26601,10026,2484,2428,22101,10713,24000,3895,19561,28503,723,33516,59262,1626,6348,1657,22220,9602,1343,905,18330,44640,1236,5025,1039,1020,6189,1782,2743,31864,3138,35404,6924,5826,36211,819,9548,153,690,4629,1894,43076,4190,25482,1604,7476,3441,3448,10498,1524,8334,13051,6888,6364,6088,107558,2640,902,9896,108434,8816,12166,58412,732,787
2017년 08월,7342,5364,13272,10828,11595,566,9114,23228,18308,9452,21983,4279,1931,29930,2587,6405,82649,2026,30366,121839,29242,5167,296412,45373,4588,2819,5176,17545,16078,530,2688,2378,29620,14921,6880,6766,2150,5117,838150,17930,29647,11995,146731,8700,79626,8309,11488,23161,104453,2854,13362,1381,12243,4608,8942,265709,117593,35501,117203,1501,19212,6243,12214,499,10417,1201,7175,8325,36590,3152,18293,8394,58441,19547,17720,4460,389,24882,6956,9451,11923,535717,3286,23548,10029,4297,4740,5517,1228,425669,14246,20357,624,52217,7960,2716,14902,600,8706,5664,1045,12848,2446,8532,7137,6383,5935,328,204759,29623,2111,6761,2020,39504,3756,19707,1950,3568,43870,60,19,87,3622,1025,6190,24780,663,8907,4916,869,123,2974,2003,14804,15232,6810,930,52,310,190,1828,4110,10201,143,887,8972,5340,8227,2826,1123,12584,8566,9579,10507,5088,18276,3360,2994,5943,968,3337,8758,38491,12234,2170,4127,30774,2941,35000,6800,20444,40902,1292,48116,38295,3216,8431,2252,37733,11869,2029,3115,23042,28610,591,8717,1151,1532,5515,1620,2817,37133,3076,46567,11386,7940,75513,804,18819,210,776,6979,2255,61228,7843,33837,1826,20711,3587,4212,10342,1924,11549,15305,9626,19199,8401,109033,4109,774,14317,74220,7261,16798,62277,515,576
2017년 09월,4206,5264,18667,9412,9498,608,8190,36641,15394,29034,77547,6791,2073,26575,7746,4188,72302,2490,31967,41924,18309,4551,83544,46009,5928,2544,4621,19460,13485,1425,3084,6506,30645,14023,6286,3658,1935,7498,523987,19269,15772,8201,28938,12100,77153,8580,11358,37390,41390,4861,29552,1597,17371,3803,13146,312423,92765,67775,206105,2937,11629,8702,16688,1907,9040,1190,9757,6888,15853,6835,42160,7830,43619,21768,17913,4497,5608,25260,5968,14598,14792,575288,4980,23436,21262,3656,8132,7489,1003,87712,15864,21720,1045,131551,13181,6467,17133,2423,14548,11421,3327,24738,4480,11343,7945,6565,6500,995,229952,26194,5632,6916,3616,38342,5218,24007,1884,6383,28156,85,277,120,7772,1080,9885,24923,985,10353,3619,2001,1328,3874,2801,14879,42917,4762,870,81,1902,467,2034,5570,12883,142,893,10573,5340,12965,3404,1737,13377,8840,17318,10768,8320,37580,2872,8106,11626,794,10710,4742,18811,8960,2075,3975,36149,2424,15197,12856,22208,36819,1520,33673,83855,4742,9659,1979,28868,9602,1515,6294,32558,59211,4788,13033,920,2764,10345,1447,2318,17753,4060,27701,77962,3881,54368,188,2947,29,750,3709,1988,53451,7068,15787,1778,160050,2424,2401,11716,2056,6134,10470,6799,4081,7329,80921,5817,937,8367,37907,13461,14774,62128,790,657
2017년 10월,3645,4562,14857,8363,19426,356,6245,42346,13546,55487,120308,6770,2290,16075,10294,3396,54947,3505,32516,55510,21523,4866,132212,61437,30640,5439,9075,13915,19401,1258,1986,6326,32728,12721,5582,7729,2090,7509,291845,17855,16574,10069,28524,14590,66300,6919,15472,54220,66714,6214,33965,929,15733,3069,16705,236275,128597,73626,299177,4209,36035,17714,22763,3203,14747,802,9748,6933,18980,13508,75671,9041,46794,22330,17529,4341,5594,23469,8963,14541,13948,824182,10342,31622,42039,2693,8719,8077,822,36822,14986,22333,860,215194,13481,11589,17532,3601,31004,18207,1306,53502,3851,10509,7903,7137,11048,771,1070999,52832,9138,24149,8259,50001,8005,26322,2304,5047,26004,150,257,256,6901,3031,17440,32098,1268,10457,6950,1814,426,3443,3691,14577,141489,7352,862,221,987,308,2302,8840,12966,315,898,10392,5120,17658,3670,1493,18942,14627,27882,12790,22033,67919,2003,19329,28550,981,10785,6662,28944,13010,1684,11880,45830,3501,29969,27320,21853,78331,1023,86842,109186,6093,16704,2056,38675,12046,1470,9910,121878,77242,5175,23529,2046,2938,5076,2896,6149,22615,3295,30558,14562,5056,103099,355,3941,208,760,6021,1015,144745,7496,35102,3953,263742,1699,2807,12256,1128,6657,14338,9727,10957,10435,118559,11016,867,11282,49404,14250,24360,286168,547,687
2017년 11월,3958,10552,9333,7104,10100,857,7979,19097,12162,23055,29211,5391,1348,31243,2578,4018,62684,2581,24040,29682,17336,2718,38612,39571,15288,3193,5424,5590,15230,1142,2878,4639,27723,10900,3744,4861,759,4208,745517,21162,19480,18292,20472,8550,78176,6919,3107,25000,39739,3698,7839,1152,11941,4050,13345,238206,95803,39370,103098,3386,27451,5942,8810,1723,6092,731,8081,6387,8672,5369,24935,3168,44885,17795,15175,3411,2875,19161,10330,11626,10534,312063,2975,13396,8400,2056,6821,6236,462,18014,11169,17048,789,56780,11693,2484,13614,1818,22376,2444,627,14556,2528,8502,6333,6187,1420,486,1376525,20157,6425,7392,2027,33695,4666,22898,2413,1003,31803,141,44,232,3497,575,11790,24912,1309,8212,2721,665,228,3428,1496,10090,12425,3521,1143,97,80,402,2007,1590,9562,513,686,8844,5962,5228,1992,1173,10504,12351,14852,2528,5669,25850,2367,15219,12432,1124,13677,4579,13741,5006,4378,2822,28269,1508,25197,9667,16148,28440,834,34642,38902,1662,8009,1578,21827,8933,1191,7747,13505,24669,1809,7981,566,2104,9053,2149,3081,4611,3675,23295,5964,2444,36960,366,3057,160,850,2225,939,53478,4503,13947,1969,9350,988,1525,8489,2019,4717,7489,4144,11216,6598,58813,2680,824,4046,14407,7691,11248,124724,760,598
2017년 12월,11578,11147,7144,6503,10934,265,6036,14029,15618,9123,13580,1996,1040,52600,1334,4630,62992,2740,13836,39635,22706,2049,37712,62550,3172,3411,4864,2362,14269,947,2196,2638,15153,4280,2282,5634,950,973,237090,29693,20962,28900,78104,6900,81104,1953,2110,13114,61082,1529,5295,5042,3129,3900,3549,296613,101829,26579,76731,843,3878,1567,12386,143,1203,745,1332,5515,4606,86,3068,2614,47714,4690,3412,1453,223,4204,11197,3215,2444,236803,1398,6365,1440,2024,1199,1165,168,51631,2889,5967,366,29709,3018,435,3869,350,4257,4327,43,14938,1721,1415,1727,4551,2005,115,89789,20692,2243,7324,779,36679,1702,8415,1827,765,30397,233,7,241,1257,179,4000,10188,455,2507,2172,421,369,3119,1881,2373,5902,2347,785,28,30,99,1197,3630,1265,82,632,2178,3014,3777,1782,1232,12108,13211,3650,869,2891,7426,2561,1644,4276,609,6103,4983,7026,4461,12947,1674,5118,584,29600,6091,2267,9717,671,56378,26403,1081,3995,1313,9480,7210,929,12776,6027,17365,1789,1709,309,2008,9845,1379,1635,2093,4119,13920,1454,2468,44012,98,2000,12,818,2533,2184,89498,6343,9202,2118,3430,791,2037,1508,1902,5425,5300,3782,20882,4535,52273,969,337,5637,6675,3823,3436,112057,983,433
2018년 01월,6412,3462,4753,5440,10850,279,7727,9387,17052,8180,11620,1242,757,10997,731,4797,59176,1059,11531,42305,25038,1254,34397,44974,2714,1381,3936,719,8271,1245,1564,1632,15689,4139,2412,3851,1000,710,200929,7490,15828,9830,91750,6600,91169,589,8943,12534,62735,789,3606,1264,769,3500,4192,243868,92452,44484,36275,1181,2908,1302,13157,118,801,798,75,3850,5222,1605,2449,4877,39513,2063,266,941,102,3936,8256,1069,430,170487,1054,7099,2884,2708,483,519,141,58904,834,3412,314,40205,626,645,1696,756,2963,6668,55,7107,4854,649,1061,4016,1940,107,96447,21244,1875,4456,880,32806,1278,4126,1296,3265,34814,107,19,54,1486,352,4047,13360,396,950,2307,882,42,2227,1365,1377,8750,3040,390,77,171,199,1097,3058,1161,306,357,1566,2379,3608,1730,942,1002,17733,3116,825,2567,7044,2796,1389,4745,294,4253,4637,7189,1670,3477,2240,3475,514,35646,929,2999,11314,432,22925,19062,164,3176,854,10480,6316,761,13472,13804,14772,817,1816,348,1424,5847,1303,1457,3636,1107,8828,1992,2520,33498,121,2028,150,730,1098,1190,55063,1580,9589,2219,2850,869,1827,233,3879,5596,6527,3925,25097,4464,30594,551,349,4597,5680,2491,2306,29488,496,446
